#x_position,y_position
371,424
371,424
372,425
374,426
381,427
393,428
414,432
450,438
499,442
551,444
608,449
665,455
724,463
771,466
822,472
865,475
914,481
966,486
1006,489
1048,495
1086,499
1123,504
1155,507
1186,512
1215,515
1243,519
1268,522
1291,526
1311,530
1332,533
1348,538
1362,541
1375,546
1386,548
1394,553
1401,556
1405,560
1407,563
1407,566
1406,569
1401,572
1397,578
1390,580
1381,583
1369,587
1355,590
1339,594
1320,597
1300,603
1278,605
1252,609
1225,613
1198,618
1165,622
1131,625
1096,629
1059,631
1017,635
975,638
930,641
891,646
864,664
849,679
834,687
818,694
800,699
783,702
764,704
746,704
727,702
708,699
688,695
669,689
649,685
631,679
614,674
598,670
580,666
567,661
553,657
542,652
533,647
524,641
516,636
510,630
504,624
497,620
491,614
484,608
479,603
472,598
467,593
463,588
459,582
455,578
453,573
450,570
448,565
445,561
442,557
439,553
435,550
433,547
430,545
427,541
423,539
420,536
418,534
417,531
415,529
414,527
412,524
411,523
411,521
411,520
415,519
422,516
437,512
463,506
502,499
550,494
603,487
659,483
721,480
772,476
824,474
869,469
923,465
972,466
1016,466
1059,462
1099,460
1135,457
1171,455
1205,451
1236,449
1264,446
1291,443
1315,440
1340,438
1359,435
1375,433
1391,428
1405,427
1419,423
1427,420
1436,417
1441,413
1445,411
1445,407
1445,404
1442,402
1439,397
1433,395
1424,392
1413,388
1402,385
1386,381
1371,379
1353,375
1332,371
1310,368
1286,363
1258,360
1230,356
1199,353
1166,349
1132,345
1095,342
1056,338
1015,334
971,328
926,325
878,322
834,318
800,316
784,302
766,297
750,292
733,286
714,284
694,284
675,285
658,286
639,287
621,289
605,291
590,293
576,294
565,296
556,297
549,299
545,300
541,301
538,302
536,303
535,303
534,303
533,303
531,302
527,303
520,304
514,306
507,308
500,311
492,315
484,319
476,325
468,331
458,337
449,343
439,349
431,355
421,361
413,367
405,374
396,379
389,386
382,391
377,396
372,401
366,406
363,410
362,414
362,418
361,423
362,426
368,430
378,434
393,440
417,447
452,454
496,460
545,466
598,473
653,480
705,486
755,491
801,495
841,501
883,509
933,516
973,517
1009,523
1044,528
1079,533
1109,538
1138,543
1164,548
1189,553
1210,557
1231,562
1248,566
1264,571
1277,575
1289,581
1297,585
1305,590
1310,595
1313,598
