#x_position,y_position
1153,316
1153,316
1110,312
1065,308
1028,310
997,312
977,313
959,317
942,321
926,317
900,318
876,319
850,321
819,326
792,330
760,335
728,341
700,346
675,351
650,356
629,362
608,368
590,373
573,377
559,382
547,385
537,390
528,393
521,396
516,399
512,401
511,403
513,406
517,408
524,410
535,412
549,413
568,417
591,420
621,422
663,428
720,433
775,433
834,436
884,443
948,454
1004,453
1052,458
1111,460
1160,469
1205,474
1251,480
1296,485
1336,490
1376,496
1412,503
1449,508
1479,512
1509,519
1537,524
1563,529
1587,534
1608,540
1629,546
1646,550
1662,555
1675,561
1687,566
1697,570
1706,576
1712,581
1716,586
1718,591
1719,597
1718,601
1715,608
1710,612
1702,618
1694,623
1682,629
1669,633
1654,639
1638,645
1619,650
1598,655
1576,661
1550,666
1525,672
1496,677
1464,684
1433,690
1397,696
1361,702
1322,708
1280,713
1236,720
1196,726
1147,720
1124,724
1106,728
1090,726
1074,722
1057,717
1043,713
1028,711
1011,711
998,711
985,713
967,713
947,713
930,716
905,716
876,717
845,716
811,713
780,708
746,698
710,691
680,686
653,680
628,673
606,665
587,657
570,651
556,646
545,640
535,634
529,628
523,624
522,620
521,617
522,613
526,609
533,607
544,602
557,598
575,593
599,586
630,580
670,571
728,568
783,564
842,560
897,549
941,539
998,533
1041,532
1091,529
1147,524
1191,518
1231,512
1271,507
1312,504
1347,500
1383,494
1414,490
1446,488
1473,484
1500,478
1523,475
1544,470
1564,466
1583,461
1599,456
1613,451
1625,447
1635,441
1643,438
1649,435
1653,430
1656,426
1657,423
1656,419
1653,415
1649,411
1643,407
1634,403
1624,399
1613,395
1598,391
1582,386
1565,383
1545,378
1525,374
1503,370
1478,366
1451,362
1421,358
1391,354
1358,350
1327,346
1287,342
1251,339
1209,334
1170,329
1124,326
1081,326
1049,344
1046,322
1034,322
1019,322
1005,323
990,324
978,328
965,332
945,337
935,342
918,346
903,348
883,351
860,354
837,356
813,362
789,364
765,367
739,371
713,375
691,380
665,383
643,389
625,392
610,396
595,398
581,401
567,404
555,406
544,408
535,409
526,412
519,414
513,416
508,417
505,417
503,419
503,420
504,422
508,424
515,426
524,430
536,434
556,440
581,446
614,454
661,462
716,464
778,466
840,470
896,477
946,484
1000,485
1041,490
1098,488
1150,492
1195,501
1238,503
1282,508
1320,511
1356,514
1393,520
1426,522
1457,524
1486,529
1512,531
1538,534
1560,537
1582,542
1599,545
1615,548
1629,551
1643,555
1655,558
1663,562
1669,566
1674,569
1677,572
1680,576
1680,581
1677,584
1672,588
1666,593
1659,597
1649,602
1637,604
1623,609
1608,612
1591,616
1570,621
1548,625
1526,629
1501,633
1472,638
1444,642
1411,646
1380,650
1342,655
1306,658
1264,663
1222,667
1183,672
1134,675
1097,675
1071,676
1049,681
1034,679
1009,674
1023,684
1004,684
984,670
966,673
949,673
937,675
921,677
907,680
892,683
875,685
861,687
845,689
827,690
809,690
791,690
773,687
754,686
734,681
715,680
695,677
677,672
659,670
642,667
626,665
610,664
595,662
581,661
569,659
558,659
547,659
538,658
531,658
525,658
521,657
517,657
515,656
514,655
515,654
518,652
523,651
530,649
539,649
554,648
574,645
599,641
631,635
678,628
746,622
807,621
865,615
926,602
978,594
1030,592
1085,589
1138,581
1190,572
1238,563
1285,556
1328,548
1371,542
1410,534
1451,528
1483,520
1516,513
1548,508
1576,501
1602,495
1628,488
1651,482
1670,476
1691,470
1708,463
1723,456
1737,451
1748,444
1758,436
1766,430
1771,423
1775,418
1777,411
1777,405
1775,398
1772,392
1767,386
1760,379
1752,373
1740,366
1727,360
1713,354
1697,347
1679,341
1658,334
1636,328
1610,322
1585,315
1557,309
1527,303
1494,298
1461,292
1425,285
1389,278
1345,273
1304,264
1263,258
1213,252
1163,246
1115,237
1063,229
1014,218
988,216
961,215
940,213
921,215
900,218
877,223
859,232
838,240
816,248
798,255
779,264
760,272
741,280
723,288
707,296
688,303
674,311
661,320
648,328
638,336
628,342
620,348
613,354
606,359
601,365
595,370
589,375
582,379
575,383
568,387
561,392
554,396
548,399
543,402
539,405
539,409
540,413
544,416
552,420
564,423
580,425
604,431
634,433
676,442
736,445
795,446
852,451
911,461
957,467
1008,461
1057,465
1112,466
1159,474
1203,478
1246,486
1286,488
1326,493
1362,496
1396,501
1429,507
1460,511
1487,515
1512,518
1536,524
1557,527
1577,532
1593,536
1609,540
1622,544
1634,549
1643,552
1652,557
1658,559
1661,564
1663,568
1664,572
1662,576
1659,581
1654,584
1646,590
1636,593
1625,598
1612,602
1598,606
1582,611
1563,616
1543,621
1522,626
1496,631
1470,635
1442,640
1412,645
1381,648
1344,654
1309,659
1271,664
1232,670
1191,676
1142,679
1100,684
1057,677
1030,692
1019,692
1005,689
997,685
985,676
973,674
966,671
954,669
945,667
936,668
928,665
920,665
911,664
899,665
887,663
874,662
859,662
842,659
823,656
800,654
777,651
756,649
734,646
712,643
691,639
672,638
653,634
636,631
620,628
605,624
591,621
580,618
570,616
560,613
552,610
545,608
539,606
535,603
532,602
531,600
531,597
533,594
538,590
545,585
554,580
566,573
580,565
602,556
629,547
664,538
710,528
763,520
820,515
872,514
928,509
969,503
1019,499
1052,495
1104,491
1154,485
1193,478
1232,475
1271,470
1306,465
1340,461
1372,457
1401,453
1429,447
1456,443
1480,438
1502,433
1521,430
1539,426
1553,421
1569,417
1580,413
1592,408
1599,403
1605,399
1609,396
1611,392
1612,388
1610,384
1608,381
1603,377
1595,372
1585,368
1575,364
1561,361
1546,356
1528,354
1509,349
1487,344
1464,341
1438,336
1410,330
1381,327
1347,323
1316,321
1276,314
1239,310
1196,307
1152,301
1114,296
1068,285
1044,283
1033,280
1018,283
1002,279
971,291
944,309
919,296
879,320
859,313
830,316
805,314
781,315
755,317
730,321
709,326
689,329
670,330
653,334
639,336
628,339
618,343
610,347
601,351
594,354
587,358
581,360
575,363
570,363
566,364
562,364
558,365
554,365
550,365
546,365
542,367
537,368
533,369
529,371
525,373
522,375
519,377
519,379
521,381
525,384
532,387
543,390
558,394
580,397
607,398
641,397
699,406
756,408
810,407
872,412
920,423
963,425
1007,422
1053,424
1103,427
1145,431
1187,436
1225,439
1263,442
1299,446
1331,450
1363,453
1391,456
1418,460
1444,463
1466,467
1487,470
1505,473
1522,477
1536,479
1548,482
1558,486
1568,490
1574,492
1578,495
1582,499
1583,502
1582,505
1580,507
1574,511
1568,514
1559,518
1548,521
1537,524
1522,528
1506,532
1487,536
1468,540
1446,544
1421,547
1395,552
1365,555
1335,560
1303,565
1267,567
1232,572
1192,578
1149,582
1112,585
1070,583
1032,612
994,611
986,584
957,587
935,592
914,594
896,597
880,600
866,604
852,605
839,604
827,601
814,601
803,598
792,597
780,597
769,598
759,596
746,596
734,594
722,594
709,593
695,593
680,593
665,593
651,593
636,594
624,592
612,591
601,590
590,590
581,591
572,591
566,590
559,590
552,589
546,589
540,589
535,588
532,588
530,588
530,588
532,588
536,588
544,586
554,584
569,582
587,580
615,575
648,568
697,563
751,561
805,559
866,550
917,540
966,535
1019,529
1063,526
1116,520
1171,512
1215,507
1258,499
1301,494
1338,489
1378,483
1410,477
1445,473
1474,468
1504,462
1530,457
1555,451
1577,446
1599,441
1617,435
1634,429
1648,423
1660,417
1671,411
1679,405
1686,399
1691,394
1695,388
1696,383
1695,378
1692,372
1688,367
1681,361
1672,356
1662,351
1650,346
1636,341
1619,336
1601,330
1581,324
1559,318
1535,311
1508,307
1479,302
1450,296
1415,290
1384,286
1344,279
1307,273
1265,268
1220,262
1177,255
1137,250
1114,252
1078,232
1076,256
587,538
948,283
924,295
884,304
860,300
834,296
803,295
778,293
752,294
728,294
706,294
683,296
666,298
650,301
636,304
624,308
614,311
604,315
593,318
585,322
576,326
570,329
563,333
557,336
551,341
545,346
540,351
536,355
532,359
528,362
524,365
522,368
519,373
517,377
516,380
518,384
521,388
526,391
534,396
547,401
562,406
585,412
614,417
654,427
710,433
764,438
823,439
872,445
934,453
983,459
1022,467
1070,472
1123,471
1168,482
1211,488
1250,494
1289,502
1325,507
1358,514
1390,519
1421,527
1448,532
1474,537
1497,543
1518,550
1537,555
1555,561
1570,566
1583,572
1595,577
1602,582
1610,588
1615,593
1618,599
1620,605
1619,610
1618,616
1614,620
1608,627
1600,632
1589,639
1577,645
1564,650
1548,656
1531,661
1511,667
1489,673
1464,680
1441,686
1412,691
1383,697
1350,705
1317,712
1280,718
1244,725
1203,729
1165,737
1140,742
1092,746
1075,747
1058,748
1044,748
1028,747
1010,744
998,742
984,740
967,741
950,735
936,733
918,729
898,726
878,722
856,720
833,715
809,712
786,705
761,698
734,694
707,689
682,683
659,676
637,668
617,660
600,653
583,644
568,636
556,629
545,623
536,617
529,611
524,606
520,601
518,596
516,592
516,588
517,585
521,584
526,583
533,582
542,580
556,578
572,576
594,572
620,569
655,560
700,549
756,542
812,535
875,532
932,523
975,517
1028,513
1078,507
1124,498
1178,489
1223,485
1268,477
1311,471
1352,463
1389,456
1426,448
1458,441
1492,434
1521,426
1546,421
1573,413
1598,405
1621,399
1641,392
1659,386
1674,378
1688,372
1700,365
1711,359
1720,353
1727,345
1730,339
1732,331
1733,325
1732,319
1729,310
1724,303
1718,296
1708,290
1697,282
1683,275
1668,267
1650,259
1630,252
1607,245
1584,236
1558,228
1529,221
1499,215
1466,205
1429,197
1391,191
1349,181
1308,172
1264,164
1214,157
1169,146
1131,136
1097,130
1065,125
1037,124
1006,127
977,130
946,137
917,140
881,147
854,152
823,162
793,173
767,186
737,200
711,213
682,227
655,243
628,257
604,269
583,281
563,293
545,305
530,317
517,328
508,338
500,345
493,352
488,358
484,363
482,369
479,372
478,375
478,375
479,377
481,379
485,383
490,388
499,393
511,399
528,406
549,415
579,424
614,432
656,440
706,449
762,455
820,460
872,468
935,475
984,479
1035,485
1088,489
1144,494
1190,503
1233,507
1278,514
1319,520
1355,525
1393,531
1427,537
1459,542
1487,547
1515,554
1540,558
1563,564
1584,571
1601,575
1617,580
1632,586
1645,592
1656,596
1664,602
1670,607
1674,612
1677,618
1678,622
1677,628
1674,633
1668,640
1660,645
1651,651
1641,656
1627,662
1612,669
1595,676
1575,682
1552,689
1530,695
1505,701
1477,708
1448,714
1413,721
1381,729
1344,734
1304,741
1264,746
1220,753
1190,756
1161,768
1131,752
1109,755
1086,756
1068,755
1051,753
1031,749
1009,747
991,745
980,750
960,745
939,743
918,738
894,735
868,734
840,733
808,727
782,721
749,713
718,706
686,701
659,693
634,686
610,680
588,672
570,667
554,662
542,656
530,651
521,647
514,641
509,638
507,635
507,632
509,629
514,627
522,626
533,623
549,621
569,617
594,614
625,608
667,601
728,593
787,588
844,581
903,574
957,562
1008,555
1050,548
1105,544
1157,536
1199,525
1244,517
1286,509
1325,503
1362,494
1396,485
1428,480
1459,474
1487,466
1514,460
1536,454
1558,446
1578,439
1596,431
1612,425
1626,417
1637,410
1647,403
1654,397
1660,390
1664,382
1666,375
1666,368
1664,362
1660,353
1655,348
1647,339
1636,333
1624,327
1611,320
1594,314
1577,307
1557,301
1536,294
1514,286
1488,280
1461,274
1430,266
1398,258
1366,252
1327,244
1291,239
1252,230
1208,222
1165,215
1122,209
1086,203
1057,201
1034,200
1010,200
985,201
956,198
933,204
905,211
880,215
855,222
830,226
802,234
776,242
747,251
717,260
692,270
668,281
645,291
624,301
604,310
587,319
570,327
554,334
541,343
529,352
518,358
509,365
501,368
496,373
491,377
487,381
484,386
481,390
482,393
481,398
484,403
488,408
495,414
502,420
513,427
528,435
547,445
574,454
603,463
643,472
691,481
748,485
803,489
861,495
918,498
960,507
1018,509
1054,509
1107,512
1157,516
1195,520
1237,524
1274,527
1310,530
1341,533
1375,536
1403,540
1431,542
1455,545
1477,547
1497,550
1517,554
1533,557
1548,560
1560,563
1570,566
1579,570
1585,573
1591,576
1593,579
1594,581
1594,585
1591,589
1586,592
1580,596
1572,600
1563,603
1549,606
1536,611
1520,614
1503,617
1481,621
1460,624
1437,628
1412,631
1388,634
1358,639
1328,642
1294,646
1261,649
1222,653
1185,655
1144,659
1112,659
1075,653
1059,655
1047,653
1040,649
1032,648
1024,648
1020,649
1009,650
1002,652
996,653
988,654
979,654
967,658
954,661
935,665
915,666
890,666
864,667
833,670
797,673
754,673
718,671
682,668
652,661
624,656
597,651
573,647
554,643
538,638
526,634
519,631
514,628
512,626
515,625
521,621
534,618
548,613
569,609
597,603
629,595
671,584
729,581
781,572
833,565
882,558
926,550
964,544
1010,536
1043,534
1089,527
1130,520
1164,513
1195,505
1227,498
1254,491
1281,485
1307,479
1328,472
1348,466
1369,460
1384,453
1399,447
1412,440
1422,434
1430,429
1437,423
1442,416
1444,411
1445,405
1444,399
1442,394
1436,387
1430,382
1422,376
1411,369
1399,363
1384,356
1368,350
1350,345
1331,338
1308,332
1281,325
1256,319
1228,313
1197,307
1165,300
1128,294
1097,287
1064,282
1039,278
1021,274
1006,271
991,269
976,266
955,265
938,264
921,264
902,264
882,265
861,269
841,272
816,275
792,277
767,281
736,288
710,293
685,303
659,312
635,320
611,330
588,339
568,349
547,358
528,367
511,376
497,384
483,392
474,401
467,408
463,414
463,418
464,420
469,421
477,423
488,425
502,430
520,435
543,442
574,451
614,460
662,468
720,473
776,479
834,486
888,494
936,501
985,504
1027,506
1072,509
1116,516
1166,522
1201,526
1240,533
1273,537
1308,541
1335,546
1364,550
1389,555
1414,559
1436,563
1455,568
1472,571
1487,576
1501,581
1513,586
1521,590
1529,595
1534,600
1537,604
1538,611
1538,615
1535,621
1531,625
1525,632
1517,636
1507,640
1495,646
1481,652
1465,657
1448,661
1428,666
1407,671
1383,677
1357,682
1331,687
1300,691
1269,697
1234,702
1199,707
1163,711
1133,711
1098,740
1087,716
1076,714
1067,715
1058,716
1049,718
1039,720
1030,721
1021,723
1011,722
1000,720
991,723
977,723
955,716
933,715
906,712
874,712
843,710
806,705
769,705
731,700
695,692
662,686
632,676
604,669
576,660
552,655
533,650
516,646
504,642
495,639
489,636
486,632
486,629
489,625
497,619
509,612
526,604
550,593
581,584
618,573
668,562
718,553
777,545
839,540
898,534
949,527
1001,518
1041,506
1089,511
1142,504
1186,499
1226,497
1266,489
1304,487
1337,483
1372,477
1402,473
1432,469
1459,465
1483,461
1506,457
1528,452
1545,449
1562,447
1575,443
1587,438
1598,434
1606,432
1611,428
1616,424
1619,421
1620,417
1619,413
1616,408
1611,405
1605,400
1597,397
1586,393
1573,390
1559,386
1543,382
1525,379
1505,375
1482,371
1460,368
1434,364
1405,360
1376,357
1345,353
1311,349
1273,346
1235,343
1196,337
1153,335
1112,329
1069,326
1043,331
1023,332
1005,335
988,341
969,345
947,348
929,350
905,355
875,358
850,363
819,366
786,366
753,371
710,368
679,372
650,376
623,380
597,382
572,385
