#x_position,y_position
1288,581
1288,581
1321,580
1354,578
1383,577
1412,575
1438,574
1460,573
1481,571
1498,570
1515,568
1529,567
1541,564
1550,564
1558,562
1561,559
1565,558
1567,556
1566,554
1563,553
1559,551
1551,549
1544,548
1532,547
1518,544
1505,543
1487,540
1468,538
1447,535
1425,536
1399,534
1372,531
1344,530
1313,527
1280,526
1245,522
1208,521
1168,517
1129,516
1084,514
1040,511
989,509
941,507
893,506
855,502
840,499
827,494
812,488
799,483
780,479
765,475
747,472
729,470
705,465
677,459
646,451
618,445
590,441
560,439
532,439
504,439
477,440
454,444
436,451
425,459
419,468
421,478
428,489
444,502
466,517
496,528
533,541
582,555
654,560
695,572
767,579
853,575
875,581
928,584
977,590
1025,592
1077,597
1128,604
1168,607
1213,613
1252,618
1290,622
1325,627
1360,631
1390,637
1418,640
1445,646
1470,651
1492,656
1512,660
1529,665
1544,669
1557,675
1569,679
1577,685
1584,689
1588,695
1591,701
1590,704
1588,709
1585,715
1576,721
1568,725
1555,729
1542,734
1525,739
1505,744
1483,750
1459,754
1432,759
1403,764
1370,771
1334,776
1296,781
1257,787
1213,792
1166,797
1126,815
1084,782
1065,784
1040,784
1026,783
1001,781
980,780
952,780
942,775
922,773
903,769
893,797
866,795
837,773
812,773
783,776
750,771
720,768
690,764
660,762
633,758
605,753
580,748
553,743
531,736
510,727
490,718
474,710
459,702
448,694
441,685
437,677
437,669
441,660
451,650
467,640
490,629
520,614
561,600
623,585
686,582
734,572
808,565
875,556
932,557
976,561
1029,552
1085,550
1145,538
1185,536
1233,532
1277,527
1318,521
1358,516
1393,511
1428,508
1459,502
1489,497
1514,492
1540,487
1561,482
1582,478
1599,472
1615,468
1628,463
1639,458
1648,452
1655,448
1659,443
1662,438
1662,433
1660,427
1658,422
1651,417
1644,411
1633,406
1622,400
1608,396
1592,390
1574,385
1553,378
1530,374
1505,367
1478,362
1449,357
1417,351
1382,343
1348,338
1308,334
1269,327
1225,320
1179,314
1132,308
1083,302
1028,296
974,291
914,283
876,279
855,275
0,0
0,0
812,284
791,284
767,283
743,286
716,290
694,291
665,291
637,296
606,304
579,311
553,321
531,330
511,342
495,354
484,369
479,385
481,400
493,415
512,429
541,441
584,466
644,481
688,483
761,492
817,501
878,494
926,501
977,504
1028,514
1084,520
1140,523
1182,530
1227,537
1271,541
1310,547
1348,553
1383,558
1417,563
1447,568
1475,573
1501,578
1525,585
1546,591
1564,596
1582,600
1596,605
1609,611
1620,616
1628,621
1633,626
1638,632
1640,637
1640,643
1637,648
1632,652
1625,658
1616,663
1605,668
1592,673
1577,677
1559,684
1540,688
1515,694
1492,698
1464,703
1434,709
1403,715
1368,719
1333,725
1293,729
1252,735
1207,741
1160,745
1111,751
1060,755
1006,763
947,767
897,768
868,772
853,781
820,778
800,774
777,773
752,769
725,765
695,760
668,754
641,748
613,739
587,730
563,718
540,707
519,699
502,691
489,681
477,671
472,659
474,648
483,637
501,627
526,618
560,605
611,591
668,591
724,580
802,571
865,564
925,570
965,570
1007,569
1056,565
1109,562
1158,557
1204,554
1247,550
1289,547
1327,544
1363,540
1397,536
1428,534
1458,530
1485,527
1509,522
1532,519
1551,516
1570,514
1585,509
1598,506
1609,502
1618,498
1625,496
1630,492
1632,488
1633,484
1631,482
1628,478
1623,474
1616,470
1606,467
1594,464
1579,459
1563,456
1544,452
1525,448
1503,444
1479,440
1451,436
1422,432
1389,427
1356,424
1320,418
1282,416
1242,411
1199,407
1154,402
1107,398
1057,393
1003,388
950,385
893,379
835,377
798,369
776,373
751,372
727,375
699,377
0,0
0,0
606,383
578,387
551,389
526,394
505,403
490,411
481,422
478,433
484,445
497,458
520,473
553,487
594,502
654,513
0,0
770,532
856,531
892,531
934,535
987,540
1035,543
1091,545
1148,549
1189,554
1233,557
1277,563
1316,566
1354,569
1388,573
1423,577
1453,581
1481,585
1506,588
1528,592
1549,596
1569,599
1586,604
1600,606
1612,611
1622,615
1630,617
1636,621
1639,625
1641,628
1640,632
1637,635
1632,638
1625,641
1615,644
1604,648
1591,651
1575,654
1557,658
1537,661
1514,664
1488,668
1461,671
1432,674
1398,678
1363,681
1325,685
1286,688
1245,691
1200,695
1152,699
1103,702
1052,706
993,710
939,712
880,714
849,735
828,739
805,743
787,741
766,738
744,737
724,734
699,730
675,723
649,707
622,701
596,694
571,686
547,680
525,675
504,670
489,663
477,655
470,646
468,636
473,626
485,616
504,605
532,592
572,573
627,569
680,555
0,0
810,541
875,536
935,533
970,540
1020,538
1073,537
1122,528
1171,526
1221,521
1264,517
1304,512
1344,508
1382,505
1416,499
1447,495
1477,490
1504,486
1528,481
1551,476
1572,472
1589,468
1606,463
1619,458
1631,453
1640,450
1647,446
1653,441
1656,437
1658,432
1657,428
1654,424
1648,419
1641,413
1631,409
1619,404
1606,400
1589,396
1572,390
1551,386
1529,381
1503,375
1478,370
1448,365
1415,360
1383,354
1346,349
1307,344
1266,337
1224,332
1176,326
1127,320
1076,316
1023,310
969,305
907,299
852,287
818,285
800,289
0,0
757,293
728,268
699,274
679,281
653,288
620,317
595,321
566,327
543,336
520,346
501,357
487,369
479,384
479,400
486,415
502,430
525,444
558,460
602,477
660,487
709,474
775,512
855,508
914,511
940,516
996,520
1046,524
1102,529
1154,533
1198,540
1243,544
1287,552
1325,557
1363,561
1397,566
1430,572
1459,577
1486,581
1513,587
1536,592
1557,597
1575,601
1590,605
1606,612
1618,617
1627,620
1634,624
1640,629
1643,633
1645,639
1644,643
1642,646
1637,650
1630,654
1621,658
1609,663
1596,667
1580,671
1563,675
1542,679
1521,683
1496,687
1470,692
1441,696
1410,700
1376,704
1341,709
1301,712
1262,717
1219,721
1173,724
1126,729
1077,733
1021,739
969,741
910,746
854,749
803,740
773,776
749,749
722,748
696,773
665,741
639,749
606,746
575,740
548,733
524,724
503,713
485,702
470,689
459,676
453,664
451,650
455,638
465,625
480,613
503,603
535,588
573,575
642,569
702,562
768,556
824,554
887,555
936,552
983,551
1032,547
1088,545
1146,542
1186,538
1233,538
1278,534
1318,533
1357,528
1392,525
1425,522
1457,520
1485,516
1511,514
1534,511
1556,507
1575,504
1593,502
1608,499
1621,495
1630,492
1639,488
1645,485
1650,483
1652,479
1652,475
1651,472
1647,469
1640,466
1633,461
1622,459
1610,455
1596,451
1579,448
1559,444
1538,441
1514,438
1489,435
1462,429
1432,425
1398,423
1363,418
1326,414
1288,410
1245,405
1200,402
1155,397
1104,393
1051,389
997,386
942,380
883,379
839,383
822,383
803,381
786,380
766,381
743,383
713,383
684,381
654,379
627,378
598,377
571,378
544,380
523,384
505,391
491,399
481,410
477,422
479,434
489,447
505,459
531,472
563,487
606,507
664,513
712,515
774,531
857,537
920,538
949,541
