#x_position,y_position
616,647
616,647
592,645
568,643
547,639
528,636
513,630
499,627
489,622
482,616
478,608
476,601
476,593
479,585
485,576
494,568
507,559
525,552
548,547
577,540
613,538
652,531
693,525
737,521
769,509
798,510
835,509
863,507
895,502
921,499
945,494
968,490
989,486
1010,482
1026,477
1041,472
1053,469
1063,464
1072,459
1077,456
1080,453
1083,447
1083,444
1081,439
1076,435
1069,431
1061,427
1051,424
1038,420
1024,415
1006,411
988,407
967,404
944,398
919,394
890,389
865,387
839,383
818,376
798,372
778,369
757,366
735,366
710,366
685,366
658,369
632,371
609,374
588,378
570,382
555,387
544,393
536,398
533,405
535,411
543,418
556,426
575,435
602,445
636,450
668,457
706,465
742,471
773,479
804,483
836,489
862,495
887,499
911,505
931,510
951,517
968,522
984,529
998,535
1009,540
1018,546
1025,552
1030,557
1032,562
1032,567
1030,572
1027,578
1021,584
1012,589
1002,593
990,600
975,605
958,611
937,616
915,621
891,625
867,630
838,636
809,640
786,642
770,650
755,649
738,649
719,647
698,647
677,643
655,639
633,637
613,633
594,631
576,626
556,622
541,617
526,613
513,607
501,602
492,596
485,590
482,583
481,576
484,568
491,560
503,553
519,546
542,537
568,530
601,525
637,520
676,514
718,508
754,501
780,493
813,494
844,488
875,485
901,480
924,474
946,469
966,464
984,460
1000,455
1015,450
1027,445
1036,440
1044,435
1049,431
1051,425
1052,420
1052,417
1049,411
1044,406
1037,401
1027,396
1016,391
1002,386
987,380
969,376
949,370
928,364
902,359
877,354
850,349
823,345
806,349
784,323
764,329
744,327
718,328
695,331
671,334
645,336
621,342
599,347
580,354
562,362
549,370
539,379
533,388
530,397
531,406
538,415
550,427
568,436
591,446
621,455
655,461
690,468
728,475
763,480
794,489
828,493
851,498
880,502
908,508
927,513
948,517
967,524
984,529
1000,535
1012,540
1023,546
1032,551
1036,556
1040,560
1042,565
1042,569
1040,574
1036,579
1030,584
1022,589
1011,594
998,599
982,604
965,609
945,614
921,619
897,623
872,628
844,633
814,638
788,639
761,640
742,642
721,642
696,643
672,642
646,638
621,635
597,634
574,631
549,627
529,624
512,621
497,618
484,614
473,608
467,603
463,597
464,590
467,583
474,575
485,568
501,559
521,552
547,543
578,537
613,533
650,525
690,518
726,511
754,503
780,500
814,495
843,490
869,485
893,478
914,472
934,466
951,459
968,453
979,446
989,439
998,434
1005,428
1008,422
1010,417
1011,410
1009,405
1005,398
999,393
991,386
981,380
970,375
956,368
940,362
920,356
900,349
877,343
853,336
826,331
798,323
776,317
760,306
740,305
723,305
701,306
681,309
659,311
639,316
619,320
601,325
584,333
570,342
559,349
549,359
544,369
540,378
539,389
541,400
547,411
557,422
570,433
590,443
616,453
647,460
681,467
716,474
750,481
781,483
813,489
845,495
868,498
890,501
913,504
932,508
951,512
967,515
982,519
995,522
1005,526
1014,529
1019,532
1022,537
1024,539
1024,543
1022,547
1018,550
1011,553
1003,556
992,560
978,563
963,565
945,568
926,571
905,573
883,577
857,580
829,584
796,586
770,588
749,591
730,595
708,599
685,598
662,600
641,600
618,600
596,599
574,596
552,594
534,594
518,592
504,590
492,587
484,583
479,579
476,573
476,567
480,561
488,554
499,545
518,538
541,530
568,522
602,517
639,510
678,505
718,497
752,489
779,485
819,481
847,475
878,470
905,463
929,458
951,451
971,444
992,437
1007,432
1022,426
1035,419
1043,413
1050,406
1056,401
1060,395
1061,388
1061,381
1058,376
1053,369
1046,363
1036,357
1025,350
1011,343
996,336
978,330
958,323
935,316
910,309
882,302
854,296
827,289
801,279
780,275
759,273
740,271
719,273
699,276
677,282
657,289
635,297
616,307
597,319
580,330
567,344
555,356
547,369
542,381
540,394
543,405
551,416
565,427
585,440
613,451
645,458
681,466
717,476
754,481
786,490
820,494
848,498
876,501
905,506
924,511
945,515
966,521
983,526
999,530
1012,536
1023,540
1031,546
1038,550
1042,554
1045,558
1045,562
1043,567
1040,571
1033,576
1025,580
1015,585
1003,590
987,593
971,596
951,603
928,606
903,611
879,614
851,619
820,624
789,628
761,631
739,632
717,632
693,637
672,636
649,632
627,629
606,626
585,623
562,619
544,616
527,613
511,608
499,605
488,600
479,595
473,588
470,583
470,575
472,568
478,560
487,551
501,542
519,533
544,524
573,517
608,512
644,508
685,503
723,495
756,487
783,484
819,482
846,478
876,475
901,469
923,464
945,460
964,454
980,449
996,444
1009,440
1020,436
1027,431
1033,427
1039,422
1039,418
1040,413
1038,410
1034,404
1027,400
1019,395
1008,391
995,386
980,382
963,377
944,372
923,368
899,363
874,359
847,354
823,348
801,329
785,329
767,328
745,323
721,322
699,324
675,324
651,325
629,330
608,334
589,341
573,347
561,354
552,361
545,369
542,377
543,386
547,395
558,403
574,415
596,425
625,435
656,443
689,450
726,459
762,466
792,475
826,481
850,486
878,491
903,498
923,504
943,510
962,517
979,524
995,531
1005,537
1016,544
1023,549
1029,555
1032,561
1033,567
1033,573
1030,579
1025,585
1018,590
1008,596
997,602
985,609
968,615
951,620
930,627
907,632
883,638
856,645
827,649
799,653
771,659
753,666
735,669
713,669
693,666
672,665
645,660
625,660
603,655
583,652
562,648
544,643
529,638
515,633
503,626
494,619
487,611
482,604
479,594
479,584
481,574
486,565
494,555
505,545
523,536
545,527
574,517
609,510
649,504
690,500
732,492
763,487
791,486
831,483
857,478
888,474
913,469
938,464
959,458
980,454
997,449
1013,445
1027,442
1038,437
1048,432
1055,428
1059,424
1062,420
1063,415
1064,411
1060,406
1055,401
1048,396
1038,392
1027,388
1013,383
997,379
979,374
960,369
937,365
912,359
886,354
867,350
851,341
835,337
820,335
805,335
785,334
767,335
746,335
726,337
703,340
681,342
655,345
632,349
612,355
594,361
580,370
568,379
560,389
555,398
555,409
559,419
570,429
587,441
610,451
638,459
668,467
702,475
738,483
769,489
802,496
837,500
859,504
884,508
908,513
928,518
947,524
965,529
980,534
994,539
1005,544
1014,549
1020,553
1024,558
1026,562
1026,567
1024,572
1020,576
1014,581
1006,585
996,589
983,594
968,598
952,602
932,607
908,611
886,614
861,619
834,625
805,628
781,629
759,633
741,637
720,641
698,642
676,639
653,634
630,631
609,630
588,627
567,624
549,620
533,617
519,614
506,610
496,605
487,599
482,594
477,588
476,582
477,575
480,568
486,561
497,553
513,545
535,537
561,530
594,525
630,521
670,512
709,504
745,496
771,490
798,489
834,484
861,479
887,474
910,468
931,462
950,456
968,450
984,444
997,438
1009,433
1017,427
1023,422
1027,417
1031,411
1031,406
1030,400
1026,395
1020,389
1012,384
1003,378
991,373
977,367
961,361
943,355
921,349
899,343
875,338
850,331
832,325
817,304
799,300
787,297
774,296
759,315
738,309
719,312
696,319
672,322
649,325
626,334
608,340
589,348
576,356
564,365
555,373
550,382
548,391
549,400
556,409
568,418
585,427
609,436
638,444
669,449
703,455
738,461
771,467
803,476
838,482
859,486
882,488
907,493
925,497
946,502
964,507
978,511
993,515
1004,520
1013,524
1020,529
1025,534
1028,538
1028,542
1026,547
1022,551
1017,555
1010,559
999,563
989,568
