#x_position,y_position
499,388
499,388
480,391
464,395
448,399
435,403
422,407
412,412
402,418
394,423
387,430
381,437
377,444
375,450
377,458
383,467
394,475
416,483
448,491
487,497
530,503
575,511
617,519
655,532
694,536
729,542
760,549
795,557
824,561
852,567
880,574
905,579
928,583
946,591
965,598
982,603
995,608
1008,615
1017,620
1025,627
1031,631
1037,637
1036,643
1037,650
1035,654
1030,661
1020,667
1013,672
999,679
987,684
970,689
953,695
931,703
909,708
885,713
857,720
828,725
796,732
777,739
764,754
751,755
736,758
722,758
709,757
693,752
675,744
656,739
638,730
618,720
600,709
578,697
557,686
537,673
518,660
502,647
489,636
478,624
469,612
462,601
456,591
453,581
452,572
453,564
456,556
462,548
474,540
491,532
516,524
550,519
589,514
626,509
664,504
706,503
735,499
762,494
791,491
819,487
844,483
869,479
892,477
911,472
928,470
945,465
957,462
968,459
977,455
984,451
989,447
991,443
993,440
992,436
990,432
984,429
977,425
968,421
957,416
945,412
929,408
912,404
892,400
870,396
846,392
820,387
791,383
761,378
729,374
698,369
680,350
668,348
654,340
642,335
628,331
616,336
601,338
586,340
570,341
551,341
533,342
516,344
497,350
479,356
463,364
449,371
436,377
424,383
412,389
402,395
394,401
388,408
382,415
379,423
377,431
375,439
377,447
384,455
397,466
420,474
454,481
490,486
531,488
575,491
618,502
655,510
688,513
725,518
758,522
789,528
818,533
844,537
870,542
898,547
918,552
938,555
956,559
969,563
981,567
990,571
999,575
1007,579
1009,583
1011,587
1012,590
1011,593
1007,598
1002,602
994,606
986,609
974,613
960,616
944,620
926,624
905,627
884,631
858,635
831,639
802,643
781,649
768,667
756,671
741,674
726,677
708,675
691,677
673,675
653,673
635,669
614,664
594,658
575,652
553,644
533,638
516,632
501,625
488,617
477,609
468,599
460,591
455,582
452,574
453,565
456,556
466,548
484,539
512,530
546,524
583,519
623,516
660,512
698,509
726,504
753,501
778,498
807,495
830,493
852,489
876,485
894,482
911,478
927,476
940,473
949,471
957,468
962,465
967,461
969,458
970,455
969,451
966,448
960,444
953,441
943,438
930,434
917,431
900,426
881,422
860,419
837,415
812,411
786,407
755,404
726,400
696,396
678,388
670,378
654,371
645,368
632,364
619,361
606,360
590,366
572,370
550,370
527,368
507,368
487,373
469,376
452,379
436,383
420,388
407,393
396,397
385,402
377,407
370,412
366,418
364,425
361,432
361,440
363,448
367,456
374,464
387,472
410,479
442,486
480,492
525,496
570,495
612,502
649,509
685,515
720,518
753,521
783,525
815,531
841,535
868,537
894,543
914,548
935,550
956,554
969,557
982,559
994,563
1004,567
1011,571
1016,574
1018,577
1020,580
1021,584
1017,588
1013,590
1006,593
996,596
985,600
971,603
956,607
938,610
917,613
894,616
870,619
844,622
816,626
793,634
777,648
770,652
759,660
749,658
737,661
722,664
708,665
691,666
674,664
656,662
638,657
619,653
600,648
582,643
559,634
539,628
521,622
504,615
489,608
476,600
465,593
456,585
449,575
445,564
443,555
446,546
454,536
469,526
494,517
525,510
562,505
602,502
643,496
681,492
720,489
747,485
774,481
804,478
831,473
857,468
882,466
902,462
923,459
940,456
956,453
968,450
979,445
989,441
996,439
1002,435
1005,432
1006,428
1005,424
1003,420
998,415
992,412
982,408
972,404
960,401
944,398
927,393
908,390
886,385
861,380
836,375
808,370
779,367
748,364
729,354
717,346
705,340
690,334
675,330
659,327
643,334
625,336
606,339
586,343
563,347
539,350
516,357
494,363
472,370
453,378
434,383
419,390
405,398
393,405
384,412
376,420
371,428
366,436
365,445
365,452
368,460
376,467
390,474
415,481
447,486
486,489
529,492
575,491
619,494
658,503
702,508
733,511
765,512
800,516
829,520
860,521
890,525
913,528
939,531
961,532
979,535
995,536
1009,539
1023,542
1034,544
1041,546
1049,549
1052,551
1055,553
1055,555
1053,557
1051,559
1046,561
1038,563
1028,565
1017,567
1004,568
987,570
968,573
949,574
929,576
905,578
880,579
853,584
831,597
827,599
821,608
812,615
801,621
789,628
774,625
755,631
736,633
714,635
689,636
664,634
638,630
611,626
585,620
559,611
532,605
512,598
496,589
483,579
474,571
466,561
463,551
464,542
470,533
483,524
505,514
537,506
573,501
612,494
653,492
697,489
733,485
762,483
790,482
822,478
851,475
881,473
904,470
928,470
949,467
969,466
985,463
1000,461
1012,458
1022,456
1032,454
1039,450
1043,448
1046,445
1045,442
1044,439
1040,437
1034,434
1026,431
1015,428
1004,425
987,421
971,418
951,415
933,412
909,409
885,405
857,402
828,398
798,397
764,392
735,390
715,378
701,375
690,369
674,365
661,360
645,360
631,362
612,365
593,368
572,369
545,369
522,372
500,373
479,378
460,384
443,389
427,395
412,399
399,405
389,412
381,419
375,427
371,436
370,446
371,454
376,462
390,469
412,477
444,483
482,488
524,492
568,495
609,502
647,508
681,514
719,519
751,523
783,529
814,534
839,539
866,543
893,549
914,553
935,557
953,561
967,563
981,569
994,572
1003,576
1011,582
1016,586
1020,590
1021,594
1020,598
1014,601
1009,607
999,611
992,615
977,619
965,623
948,627
930,631
910,635
887,639
863,644
836,646
812,655
792,659
778,673
764,676
748,679
730,679
711,681
692,681
672,679
649,677
629,672
607,666
586,659
560,654
538,645
518,636
499,627
484,616
471,608
460,599
452,591
445,584
442,576
439,569
439,561
441,554
448,548
458,542
475,535
502,526
538,521
578,516
621,511
664,507
713,504
744,500
773,497
808,493
839,489
871,486
900,481
927,477
952,474
973,472
993,470
1010,466
1027,463
1040,459
1051,456
1061,452
1068,449
1074,445
1079,441
1079,437
1080,434
1079,429
1074,426
1068,422
1060,418
1049,415
1037,411
1020,408
1005,404
985,399
965,394
940,391
916,385
888,381
860,376
828,372
794,367
760,362
740,351
730,345
716,341
700,335
678,332
657,332
641,339
617,343
594,346
569,348
539,351
512,356
486,364
463,373
442,381
423,388
408,396
394,404
385,412
376,421
370,430
366,437
364,446
365,456
369,465
375,475
388,485
410,495
442,505
482,512
527,515
574,519
619,522
660,532
702,538
736,542
771,547
804,551
835,554
867,560
897,562
923,566
947,569
968,571
988,575
1005,579
1021,583
1035,585
1047,591
1056,593
1063,596
1069,599
1074,601
1074,604
1073,607
1071,611
1064,614
1058,617
1048,620
1037,622
